"Res. Center for Microperipherik, Technische Univ. Berlin, Germany",0,0,O. Willum,1,0.0000,new product;product group;active product;long product lifetime;old product;product generation;new technology;environmental benefit;environmental choice;environmental consequence,0.0000
"University of Applied Sciences, Department of Technology, Matthias CorvinusStraíe 15, A3100 St. Pölten, Austria",0,0,L. Exl,1,0.0000,analytically-based tensor approximation approach;canonical tensor format;tensor gridsA direct integration;uniform tensor grid;N computational cell;algorithm scale;magnetization distribution;magnetostatic field;stray field computation;algebra operation,0.0000
"Technische Universität München, Garching bei München",0,0,Michael Schermann,6,0.0000,risk profile;IT solution;IT Risk Management;different type;Mock Bureaucracy;IT-RM procedure;information system;IT governance body;IT governance task;IT solution component,0.0000
"High Altitude Observatory, ESSL/NCAR, Boulder, CO",8,1,J. Anthony Darnell,1,0.8889,scientific data repository;initial scientific focus area;online scientific data;scientific cyberinfrastructure;scientific information;Semantically-enabled large-scale science data;advanced data;semantic technology;semantic web;semantic web technology,0.6628
,0,0,Vikramsinh P. Ghatge,1,0.0000,loss event;maximum likelihood;weighted parsimony;ancestral state;similar accuracy;gain event;gene copy number;gene familiesMotivation;gene family;gene gain,0.0000
"US Army Aviation and Missile, Research Development and Engineering Center, Systems Simulation and Development Directorate, Redstone Arsenal, AL",3,1,Tim McKelvy,1,1.0000,Future Combat System;Lead Systems Integrator System;MATREX environment;MATREX program overview;System Integration Laboratory;modeling architecture;program success;simulation environment;Cross Command Collaboration Effort;US Army,0.3333
,0,0,R. N. Dhara,1,0.0000,mathematical asymptotic method;mathematical expertise;mathematical tool;modeling software;simulation software;asymptotic method;multidisciplinary approach;Combined Thin;Periodic StructuresMultiphysics model;Rewriting Strategies,0.0000
,0,0,Xianghai Meng,1,0.0000,Lowry Model;employment adjustment factor;population adjustment factor;adjustment factor;Genetic AlgorithmThe population;employment distribution function;improved Lowry model;land use;types ofland use;fundamental data,0.0000
"Department of Chemistry and Center for Biomolecular Sciences, Bowling Green State University  OH 43403, USA",0,0,Ali Mokdad,1,0.0000,Ribostral website;RNA atomic resolution structure;RNA sequence alignment;available atomic resolution structure;sequence alignment;sequence editing software;MAC platform;PC platform;basepair interaction;basepair isostericitiesSummary,0.0000
"Università degli Studi di Cassino, Italy",38,3,C. Marrocco,22,11.6667,classification performance;linear combination;ECOC system;classification system;two-class problem;classification error rate;ROC curve;resulting classification system;established technique;different scheme,19.5500
,0,0,Xiuyan Meng,1,0.0000,granule network;Text Classification;Granule Network ConstructingText classification;largest granule;pick-up second-layer granule;smallest granule;text classification rule;third-layer granule;whole granule network;classifying text,0.0000
"School of Communication and Information Engineering, Research Centre for Optical Internet and Wireless Information Networks (COIWIN), Chongqing University of Posts and Telecommunications, Chongqin ...;Graduate School at Shenzhen, Tsinghua University, Shenzhen, China",3,1,Aiping Mu,3,1.1667,PN sequence;DS-SS signal;direct sequence spread spectrum;narrow band interference;lower SNR;PN sequence estimation;estimated PN sequence;C. Zhang;T. Zhang;principal eigenvector,0.8056
,0,0,Xiangxu Meng,1,0.0000,fingerprint image quality value;frequency field;Fingerprint Image;automatic fingerprint identification system;better fingerprint image quality;correct fingerprint image quality;fingerprint image quality;quality esti-mation factor;quality point;subsequence fingerprint image process,0.0000
,0,0,Xiang-xu Meng,1,0.0000,strong noise;background model;background pixel;color Gaussian background model;novel background subtraction;region Gaussian background model;regional Gaussian model;traditional color Gaussian model;New Region Gaussian Background;Video SurveillanceBackground subtraction,0.0000
,0,0,C. Mesmin,1,0.0000,Complex Figure;Recursive Estimation;Straight Lines,0.0000
,0,0,Xiang-ping Meng,1,0.0000,effective algorithm;genetic algorithm;new hybrid genetic algorithm;constraint condition;constraint problem;frequency speed control pump;high speed wire factory;inequality constraint condition;speed water pump;water system,0.0000
,1,1,Xiang-Ping Meng,1,0.3333,chaotic dynamics amplifier;polynomial time;chaotic effect;novel amplifier;action selection problem;classical quantum computer;multi-agent reinforcement learning;quantum computer;Quantum Chaotic Reinforcement LearningA;initial value,0.6111
"Eskisehir Osmangazi University, Turkey",5,1,Mujgan Sagir,3,1.6667,ANP model;Analytic Hierarchy Process;Analytic Network Process;rank preservation;conflicting objective;ANP network;ANP weight;invigilator-exam assignment problem;linear programming model;mathematical model,1.3889
"Department of Biomathematics, David Geffen School of Medicine, University of California  Los Angeles, CA 900951766, USA;Department of Statistics, University of Washington, Seattle, WA, USA",2,1,Vladimir N. Minin,4,0.5000,dual MCP model;Bayesian framework;change-point process;fixed tree assumption;Bayesian model selection;Bayesian multiple change-point model;codon substitution model;dual multiple change-point model;model parameter;original single MCP model,1.0417
,0,0,Xiaojing Meng,1,0.0000,web service;services characterization method;bottom-up software services comprehension;services capability representation;Statistical Study;quantitative statistical study;relational statistical study;statistical relational model;current semantic representation method;Services Characterization,0.0000
"Dorodnicyn Computing Centre, Russian Academy of Sciences, Moscow, Russia",0,0,A. N. Gneushev,1,0.0000,basic function;basic space;face element;model weight vector;texture-geometric image model;texture-geometric model;face parametersConsideration;face tracking;image texture;personal image,0.0000
"Division of Solid Mechanics, Lund University, Lund, Sweden 221 00",3,1,Henrik Askfelt,1,1.0000,Hilliard phase-field method;optimization problem;perimeter control;phase-field methodA topology optimization;Lagrange multiplier technique;diffuse design;finite element implementation;material density;numerical example;optimal topology,0.3333
"Department of Computer Science and Engineering, N.I.T.K., Surathkal, Mangalore 575025, Karnataka, India;Department of Computer Science Engineering, N.I.T.K., Surathkal, India;Department of Computer Science and Engineering, N.I.T.K., Surathkal, India",1,1,Mohit P. Tahiliani,5,0.3333,overall performance;Data Center Networks;packet drop rate;Adaptive RED;Refined Adaptive RED;performance gain;significant performance gain;specific performance criterion;CARED algorithm;FARED algorithm,0.6111
"SRI International, Menlo Park, California",18,1,Shahin Sadaati,1,2.5714,OWL-S editor;SWS design;SWS specification;SWS technology;intuitive OWL-S service development;major SWS description language;OWL ontology editor;Semantic Web Services;Web Service;development tool,0.7959
"Graduate School, Helen Wills Neuroscience Institute, University of California, Berkeley, 424 Sproul Hall #5900, Berkeley, CA 94720, USA",0,0,Chris Holdgraf,1,0.0000,EEG analysis;EEG recording;efficient EEG analysis;efficient large-scale EEG analysis;large-scale EEG analysisEpileptogenesis;power spectral density analysis;burst data;multiple data;Combined process automation;dynamic process,0.0000
,1,1,Hsinyi Peng,1,1.0000,ubiquitous-learning system;ubiquitous computing;corresponding interactive function;interactive function;interactive function design;interactive function term;interactivity concept;interactivity dimension;ubiquitous learning;web-based learning system,1.0000
University of Missouri,0,0,Chris Hathhorn,1,0.0000,Keith D;Linda Torczon,0.0000
,0,0,Huang Yi-Ran,1,0.0000,Integer Sequence;input integer sequence;efficient thread-level parallel algorithm;L1 cache;L2 cache;data block;data distribution;multi-core architecture;multi-core computer;parallel SIMD instruction,0.0000
,0,0,René Salm,1,0.0000,electronic orchestration,0.0000
,0,0,Yannick Wurm,1,0.0000,genome scaffolding;novo assembly;Cytoscape software;FASTA sequence;ch Availability;contiguous sequence;quality assessment;scaffolding information file;transcriptome sequence;Bioinformatics online,0.0000
,0,0,Ou Guoli,1,0.0000,ransport policy change;cross-border transport;sustainable transport;transport policy;EU Transport policy change;objective change;policy change;EU Transport Policy ChangeThe;EU integration engender;EU political rule,0.0000
"Telecom Italia Lab, Torino, Italy",6,1,Roberta Maglione,2,1.5000,performance analysis;Specifying web service composition;analysis technique;call duration;call duration distribution;cellular mobile communication network;complex cellular structure;general distribution;hierarchical cellular network;known service operation,0.8750
,0,0,Chong-wei Xu,1,0.0000,immature software industry;software project;world software industry;Online Mobile GamesAll;Software Framework;low customer satisfaction;threatening failure rate,0.0000
,0,0,Wang Bing,1,0.0000,different kind;different load forecasting idea;different type;subarea practical method;traditional method;accurate prediction result;actual load;prediction idea;Spatial Load Forecasting;Subarea Practical MethodThis paper,0.0000
,0,0,Qing Mao,1,0.0000,high energy physic;high energy physicist;high energy physics environment;high resolution;radiation detection system;radiation protection level;radiation status;traditional radiation system;vast amount radiation data;sensor grid,0.0000
,0,0,Chao Xu,1,0.0000,neural network;control decoupling;decoupling design;decoupling simulation result;output decoupling;traditional decoupling method;traditional method;DTGThe coupling;Dynamically Tuned Gyroscope;Neural Network Theory,0.0000
"The authors are with the Dept. of Information Engineering, the University of Pisa, Via G. Caruso, I56122 Pisa, Italy. Email: l.fanucci@iet.unipi.it;SensorDynamics AG, Navacchio, Pisa, Italy",3,1,Massimiliano Melani,5,0.4722,MEMS technology;fast prototype;complex electronic interface;wide range;MEMS sensor;anemometric sensor implementation;automotive sensor;automotive sensor conditioningA mixed-signal;hot wire anemometric sensor;sensor conditioning,0.3671
,0,0,Cun Lu Xu,1,0.0000,appearance feature;motion feature;proposed ESLF;Extended Statistical Landscape Features;DT description;ESLF histogram;local motion pattern;SLF histogram;Dynamic Texture;Dynamic Texture RecognitionThis paper,0.0000
